driver,elapsedTime,ECG
driver8,'0:08.063',0.027000000000000003
driver8,'0:08.065',0.027000000000000003
driver8,'0:08.067',0.029
driver8,'0:08.069',0.028
driver8,'0:08.071',0.031
driver8,'0:08.073',0.028
driver8,'0:08.075',0.022
driver8,'0:08.077',0.026
driver8,'0:08.079',0.028
driver8,'0:08.081',0.029
driver8,'0:08.083',0.032
driver8,'0:08.085',0.032
driver8,'0:08.087',0.033
driver8,'0:08.089',0.035
driver8,'0:08.091',0.034
driver8,'0:08.093',0.033
driver8,'0:08.095',0.032
driver8,'0:08.097',0.032
driver8,'0:08.099',0.037000000000000005
driver8,'0:08.101',0.035
driver8,'0:08.103',0.032
driver8,'0:08.105',0.034
driver8,'0:08.107',0.028
driver8,'0:08.109',0.016
driver8,'0:08.111',0.012
driver8,'0:08.113',0.01
driver8,'0:08.115',0.018000000000000002
driver8,'0:08.117',0.052000000000000005
driver8,'0:08.119',0.093
driver8,'0:08.121',0.132
driver8,'0:08.123',0.17800000000000002
driver8,'0:08.125',0.251
driver8,'0:08.127',0.35
driver8,'0:08.129',0.447
driver8,'0:08.131',0.557
driver8,'0:08.133',0.69
driver8,'0:08.135',0.7959999999999999
driver8,'0:08.137',0.895
driver8,'0:08.139',1.006
driver8,'0:08.141',1.107
driver8,'0:08.143',1.203
driver8,'0:08.145',1.256
driver8,'0:08.147',1.245
driver8,'0:08.149',1.182
driver8,'0:08.151',1.078
driver8,'0:08.153',0.908
driver8,'0:08.155',0.647
driver8,'0:08.157',0.365
driver8,'0:08.159',0.151
driver8,'0:08.161',-0.009000000000000001
driver8,'0:08.163',-0.129
driver8,'0:08.165',-0.206
driver8,'0:08.167',-0.241
driver8,'0:08.169',-0.231
driver8,'0:08.171',-0.221
driver8,'0:08.173',-0.212
driver8,'0:08.175',-0.16
driver8,'0:08.177',-0.08199999999999999
driver8,'0:08.179',-0.013
driver8,'0:08.181',0.04
driver8,'0:08.183',0.081
driver8,'0:08.185',0.11
driver8,'0:08.188',0.13699999999999998
driver8,'0:08.190',0.147
driver8,'0:08.192',0.14
driver8,'0:08.194',0.13699999999999998
driver8,'0:08.196',0.132
driver8,'0:08.198',0.131
driver8,'0:08.200',0.133
driver8,'0:08.202',0.132
driver8,'0:08.204',0.133
driver8,'0:08.206',0.136
driver8,'0:08.208',0.134
driver8,'0:08.210',0.13699999999999998
driver8,'0:08.212',0.139
driver8,'0:08.214',0.13699999999999998
driver8,'0:08.216',0.138
driver8,'0:08.218',0.14
driver8,'0:08.220',0.14300000000000002
driver8,'0:08.222',0.145
driver8,'0:08.224',0.14400000000000002
driver8,'0:08.226',0.14400000000000002
driver8,'0:08.228',0.145
driver8,'0:08.230',0.147
driver8,'0:08.232',0.15
driver8,'0:08.234',0.154
driver8,'0:08.236',0.156
driver8,'0:08.238',0.162
driver8,'0:08.240',0.161
driver8,'0:08.242',0.16
driver8,'0:08.244',0.165
driver8,'0:08.246',0.166
driver8,'0:08.248',0.17
driver8,'0:08.250',0.175
driver8,'0:08.252',0.17800000000000002
driver8,'0:08.254',0.182
driver8,'0:08.256',0.182
driver8,'0:08.258',0.183
driver8,'0:08.260',0.188
driver8,'0:08.262',0.189
driver8,'0:08.264',0.192
driver8,'0:08.266',0.195
driver8,'0:08.268',0.198
driver8,'0:08.270',0.204
driver8,'0:08.272',0.208
driver8,'0:08.274',0.204
driver8,'0:08.276',0.208
driver8,'0:08.278',0.212
driver8,'0:08.280',0.214
driver8,'0:08.282',0.219
driver8,'0:08.284',0.223
driver8,'0:08.286',0.227
driver8,'0:08.288',0.236
driver8,'0:08.290',0.237
driver8,'0:08.292',0.239
driver8,'0:08.294',0.245
driver8,'0:08.296',0.247
driver8,'0:08.298',0.251
driver8,'0:08.300',0.259
driver8,'0:08.302',0.26
driver8,'0:08.304',0.265
driver8,'0:08.306',0.269
driver8,'0:08.308',0.267
driver8,'0:08.310',0.275
driver8,'0:08.313',0.282
driver8,'0:08.315',0.28600000000000003
driver8,'0:08.317',0.293
driver8,'0:08.319',0.303
driver8,'0:08.321',0.311
driver8,'0:08.323',0.316
driver8,'0:08.325',0.316
driver8,'0:08.327',0.325
driver8,'0:08.329',0.335
driver8,'0:08.331',0.341
driver8,'0:08.333',0.349
driver8,'0:08.335',0.35600000000000004
driver8,'0:08.337',0.364
driver8,'0:08.339',0.374
driver8,'0:08.341',0.376
driver8,'0:08.343',0.381
driver8,'0:08.345',0.389
driver8,'0:08.347',0.396
driver8,'0:08.349',0.405
driver8,'0:08.351',0.414
driver8,'0:08.353',0.42
driver8,'0:08.355',0.426
driver8,'0:08.357',0.4270000000000001
driver8,'0:08.359',0.431
driver8,'0:08.361',0.442
driver8,'0:08.363',0.448
driver8,'0:08.365',0.454
driver8,'0:08.367',0.46
driver8,'0:08.369',0.465
driver8,'0:08.371',0.472
driver8,'0:08.373',0.475
driver8,'0:08.375',0.476
driver8,'0:08.377',0.485
driver8,'0:08.379',0.49
driver8,'0:08.381',0.4920000000000001
driver8,'0:08.383',0.496
driver8,'0:08.385',0.498
driver8,'0:08.387',0.503
driver8,'0:08.389',0.502
driver8,'0:08.391',0.4970000000000001
driver8,'0:08.393',0.4970000000000001
driver8,'0:08.395',0.496
driver8,'0:08.397',0.493
driver8,'0:08.399',0.4920000000000001
driver8,'0:08.401',0.485
driver8,'0:08.403',0.479
driver8,'0:08.405',0.47
driver8,'0:08.407',0.454
driver8,'0:08.409',0.44
driver8,'0:08.411',0.4270000000000001
driver8,'0:08.413',0.414
driver8,'0:08.415',0.402
driver8,'0:08.417',0.386
driver8,'0:08.419',0.369
driver8,'0:08.421',0.354
driver8,'0:08.423',0.333
driver8,'0:08.425',0.314
driver8,'0:08.427',0.302
driver8,'0:08.429',0.28300000000000003
driver8,'0:08.431',0.27
driver8,'0:08.433',0.259
driver8,'0:08.435',0.242
driver8,'0:08.438',0.228
driver8,'0:08.440',0.215
driver8,'0:08.442',0.198
driver8,'0:08.444',0.19
driver8,'0:08.446',0.181
driver8,'0:08.448',0.16699999999999998
driver8,'0:08.450',0.159
driver8,'0:08.452',0.15
driver8,'0:08.454',0.14300000000000002
driver8,'0:08.456',0.136
driver8,'0:08.458',0.127
driver8,'0:08.460',0.123
driver8,'0:08.462',0.118
driver8,'0:08.464',0.114
driver8,'0:08.466',0.111
driver8,'0:08.468',0.106
driver8,'0:08.470',0.104
driver8,'0:08.472',0.103
driver8,'0:08.474',0.092
driver8,'0:08.476',0.08900000000000001
driver8,'0:08.478',0.092
driver8,'0:08.480',0.09
driver8,'0:08.482',0.092
driver8,'0:08.484',0.092
driver8,'0:08.486',0.08900000000000001
driver8,'0:08.488',0.09
driver8,'0:08.490',0.087
driver8,'0:08.492',0.081
driver8,'0:08.494',0.083
driver8,'0:08.496',0.081
driver8,'0:08.498',0.081
driver8,'0:08.500',0.08199999999999999
driver8,'0:08.502',0.078
driver8,'0:08.504',0.079
driver8,'0:08.506',0.079
driver8,'0:08.508',0.073
driver8,'0:08.510',0.07400000000000001
driver8,'0:08.512',0.076
driver8,'0:08.514',0.076
driver8,'0:08.516',0.078
driver8,'0:08.518',0.079
driver8,'0:08.520',0.081
driver8,'0:08.522',0.08199999999999999
driver8,'0:08.524',0.077
driver8,'0:08.526',0.077
driver8,'0:08.528',0.08199999999999999
driver8,'0:08.530',0.08199999999999999
driver8,'0:08.532',0.087
driver8,'0:08.534',0.08800000000000001
driver8,'0:08.536',0.087
driver8,'0:08.538',0.08800000000000001
driver8,'0:08.540',0.084
driver8,'0:08.542',0.08199999999999999
driver8,'0:08.544',0.087
driver8,'0:08.546',0.09
driver8,'0:08.548',0.095
driver8,'0:08.550',0.095
driver8,'0:08.552',0.093
driver8,'0:08.554',0.093
driver8,'0:08.556',0.092
driver8,'0:08.558',0.092
driver8,'0:08.560',0.093
driver8,'0:08.563',0.093
driver8,'0:08.565',0.095
driver8,'0:08.567',0.098
driver8,'0:08.569',0.095
driver8,'0:08.571',0.096
driver8,'0:08.573',0.096
driver8,'0:08.575',0.092
driver8,'0:08.577',0.092
driver8,'0:08.579',0.095
driver8,'0:08.581',0.096
driver8,'0:08.583',0.096
driver8,'0:08.585',0.094
driver8,'0:08.587',0.094
driver8,'0:08.589',0.096
driver8,'0:08.591',0.092
driver8,'0:08.593',0.08900000000000001
driver8,'0:08.595',0.092
driver8,'0:08.597',0.092
driver8,'0:08.599',0.093
driver8,'0:08.601',0.093
driver8,'0:08.603',0.092
driver8,'0:08.605',0.095
driver8,'0:08.607',0.092
driver8,'0:08.609',0.087
driver8,'0:08.611',0.09
driver8,'0:08.613',0.092
driver8,'0:08.615',0.093
driver8,'0:08.617',0.094
driver8,'0:08.619',0.092
driver8,'0:08.621',0.092
driver8,'0:08.623',0.093
driver8,'0:08.625',0.092
driver8,'0:08.627',0.092
driver8,'0:08.629',0.092
driver8,'0:08.631',0.09
driver8,'0:08.633',0.093
driver8,'0:08.635',0.094
driver8,'0:08.637',0.094
driver8,'0:08.639',0.094
driver8,'0:08.641',0.09
driver8,'0:08.643',0.092
driver8,'0:08.645',0.095
driver8,'0:08.647',0.095
driver8,'0:08.649',0.096
driver8,'0:08.651',0.096
driver8,'0:08.653',0.098
driver8,'0:08.655',0.1
driver8,'0:08.657',0.098
driver8,'0:08.659',0.096
driver8,'0:08.661',0.101
driver8,'0:08.663',0.104
driver8,'0:08.665',0.105
driver8,'0:08.667',0.105
driver8,'0:08.669',0.105
driver8,'0:08.671',0.106
driver8,'0:08.673',0.105
driver8,'0:08.675',0.104
driver8,'0:08.677',0.107
driver8,'0:08.679',0.109
driver8,'0:08.681',0.11
driver8,'0:08.683',0.114
driver8,'0:08.685',0.112
driver8,'0:08.688',0.115
driver8,'0:08.690',0.115
driver8,'0:08.692',0.109
driver8,'0:08.694',0.112
driver8,'0:08.696',0.116
driver8,'0:08.698',0.114
driver8,'0:08.700',0.117
driver8,'0:08.702',0.116
driver8,'0:08.704',0.116
driver8,'0:08.706',0.116
driver8,'0:08.708',0.111
driver8,'0:08.710',0.112
driver8,'0:08.712',0.116
driver8,'0:08.714',0.115
driver8,'0:08.716',0.117
driver8,'0:08.718',0.117
driver8,'0:08.720',0.115
driver8,'0:08.722',0.117
driver8,'0:08.724',0.114
driver8,'0:08.726',0.112
driver8,'0:08.728',0.117
driver8,'0:08.730',0.118
driver8,'0:08.732',0.118
driver8,'0:08.734',0.118
driver8,'0:08.736',0.117
driver8,'0:08.738',0.118
driver8,'0:08.740',0.116
driver8,'0:08.742',0.115
driver8,'0:08.744',0.117
driver8,'0:08.746',0.116
driver8,'0:08.748',0.116
driver8,'0:08.750',0.118
driver8,'0:08.752',0.117
driver8,'0:08.754',0.117
driver8,'0:08.756',0.117
driver8,'0:08.758',0.112
driver8,'0:08.760',0.115
driver8,'0:08.762',0.118
driver8,'0:08.764',0.118
driver8,'0:08.766',0.121
driver8,'0:08.768',0.118
driver8,'0:08.770',0.118
driver8,'0:08.772',0.118
driver8,'0:08.774',0.116
driver8,'0:08.776',0.117
driver8,'0:08.778',0.121
driver8,'0:08.780',0.122
driver8,'0:08.782',0.128
driver8,'0:08.784',0.132
driver8,'0:08.786',0.13699999999999998
driver8,'0:08.788',0.14800000000000002
driver8,'0:08.790',0.15
driver8,'0:08.792',0.151
driver8,'0:08.794',0.157
driver8,'0:08.796',0.162
driver8,'0:08.798',0.166
driver8,'0:08.800',0.168
driver8,'0:08.802',0.168
driver8,'0:08.804',0.172
driver8,'0:08.806',0.166
driver8,'0:08.808',0.161
driver8,'0:08.810',0.171
driver8,'0:08.813',0.179
driver8,'0:08.815',0.189
driver8,'0:08.817',0.208
driver8,'0:08.819',0.219
driver8,'0:08.821',0.223
driver8,'0:08.823',0.22
driver8,'0:08.825',0.211
driver8,'0:08.827',0.21
driver8,'0:08.829',0.208
driver8,'0:08.831',0.203
driver8,'0:08.833',0.201
driver8,'0:08.835',0.2
driver8,'0:08.837',0.199
driver8,'0:08.839',0.194
driver8,'0:08.841',0.188
driver8,'0:08.843',0.184
driver8,'0:08.845',0.177
driver8,'0:08.847',0.166
driver8,'0:08.849',0.162
driver8,'0:08.851',0.159
driver8,'0:08.853',0.151
driver8,'0:08.855',0.149
driver8,'0:08.857',0.14400000000000002
driver8,'0:08.859',0.14
driver8,'0:08.861',0.14300000000000002
driver8,'0:08.863',0.139
driver8,'0:08.865',0.133
driver8,'0:08.867',0.125
driver8,'0:08.869',0.117
driver8,'0:08.871',0.116
driver8,'0:08.873',0.111
driver8,'0:08.875',0.107
driver8,'0:08.877',0.111
driver8,'0:08.879',0.11
driver8,'0:08.881',0.109
driver8,'0:08.883',0.107
driver8,'0:08.885',0.104
driver8,'0:08.887',0.106
driver8,'0:08.889',0.104
driver8,'0:08.891',0.099
driver8,'0:08.893',0.1
driver8,'0:08.895',0.101
driver8,'0:08.897',0.099
driver8,'0:08.899',0.101
driver8,'0:08.901',0.103
driver8,'0:08.903',0.1
driver8,'0:08.905',0.1
driver8,'0:08.907',0.098
driver8,'0:08.909',0.098
driver8,'0:08.911',0.095
driver8,'0:08.913',0.092
driver8,'0:08.915',0.093
driver8,'0:08.917',0.094
driver8,'0:08.919',0.092
driver8,'0:08.921',0.092
driver8,'0:08.923',0.09
driver8,'0:08.925',0.08900000000000001
driver8,'0:08.927',0.08900000000000001
driver8,'0:08.929',0.08800000000000001
driver8,'0:08.931',0.08900000000000001
driver8,'0:08.933',0.09
driver8,'0:08.935',0.092
driver8,'0:08.938',0.094
driver8,'0:08.940',0.093
driver8,'0:08.942',0.09
driver8,'0:08.944',0.092
driver8,'0:08.946',0.093
driver8,'0:08.948',0.098
driver8,'0:08.950',0.103
driver8,'0:08.952',0.104
driver8,'0:08.954',0.106
driver8,'0:08.956',0.103
driver8,'0:08.958',0.095
driver8,'0:08.960',0.095
driver8,'0:08.962',0.094
driver8,'0:08.964',0.08800000000000001
driver8,'0:08.966',0.084
driver8,'0:08.968',0.077
driver8,'0:08.970',0.07400000000000001
driver8,'0:08.972',0.093
driver8,'0:08.974',0.125
driver8,'0:08.976',0.159
driver8,'0:08.978',0.195
driver8,'0:08.980',0.248
driver8,'0:08.982',0.324
driver8,'0:08.984',0.41
driver8,'0:08.986',0.505
driver8,'0:08.988',0.621
driver8,'0:08.990',0.741
driver8,'0:08.992',0.8340000000000001
driver8,'0:08.994',0.933
driver8,'0:08.996',1.041
driver8,'0:08.998',1.14
driver8,'0:09.000',1.232
driver8,'0:09.002',1.266
driver8,'0:09.004',1.226
driver8,'0:09.006',1.138
driver8,'0:09.008',1.022
driver8,'0:09.010',0.848
driver8,'0:09.012',0.586
driver8,'0:09.014',0.32
driver8,'0:09.016',0.128
driver8,'0:09.018',-0.015
driver8,'0:09.020',-0.111
driver8,'0:09.022',-0.172
driver8,'0:09.024',-0.199
driver8,'0:09.026',-0.189
driver8,'0:09.028',-0.183
driver8,'0:09.030',-0.15
driver8,'0:09.032',-0.07200000000000001
driver8,'0:09.034',0.005
driver8,'0:09.036',0.07
driver8,'0:09.038',0.118
driver8,'0:09.040',0.14800000000000002
driver8,'0:09.042',0.175
driver8,'0:09.044',0.197
driver8,'0:09.046',0.198
driver8,'0:09.048',0.192
driver8,'0:09.050',0.187
driver8,'0:09.052',0.183
driver8,'0:09.054',0.187
driver8,'0:09.056',0.183
driver8,'0:09.058',0.17800000000000002
driver8,'0:09.060',0.181
driver8,'0:09.063',0.182
driver8,'0:09.065',0.182
driver8,'0:09.067',0.184
driver8,'0:09.069',0.184
driver8,'0:09.071',0.187
driver8,'0:09.073',0.189
driver8,'0:09.075',0.187
driver8,'0:09.077',0.193
driver8,'0:09.079',0.197
driver8,'0:09.081',0.199
driver8,'0:09.083',0.205
driver8,'0:09.085',0.206
driver8,'0:09.087',0.21
driver8,'0:09.089',0.214
driver8,'0:09.091',0.212
driver8,'0:09.093',0.214
driver8,'0:09.095',0.21600000000000005
driver8,'0:09.097',0.219
driver8,'0:09.099',0.223
driver8,'0:09.101',0.221
driver8,'0:09.103',0.22
driver8,'0:09.105',0.227
driver8,'0:09.107',0.228
driver8,'0:09.109',0.227
driver8,'0:09.111',0.233
driver8,'0:09.113',0.237
driver8,'0:09.115',0.241
driver8,'0:09.117',0.245
driver8,'0:09.119',0.248
driver8,'0:09.121',0.251
driver8,'0:09.123',0.253
driver8,'0:09.125',0.251
driver8,'0:09.127',0.256
driver8,'0:09.129',0.262
driver8,'0:09.131',0.267
driver8,'0:09.133',0.27
driver8,'0:09.135',0.272
driver8,'0:09.137',0.277
driver8,'0:09.139',0.278
driver8,'0:09.141',0.28600000000000003
driver8,'0:09.143',0.292
driver8,'0:09.145',0.287
driver8,'0:09.147',0.287
driver8,'0:09.149',0.293
driver8,'0:09.151',0.295
driver8,'0:09.153',0.3
driver8,'0:09.155',0.304
driver8,'0:09.157',0.304
driver8,'0:09.159',0.309
driver8,'0:09.161',0.315
driver8,'0:09.163',0.32
driver8,'0:09.165',0.324
driver8,'0:09.167',0.325
driver8,'0:09.169',0.331
driver8,'0:09.171',0.339
driver8,'0:09.173',0.341
driver8,'0:09.175',0.341
driver8,'0:09.177',0.348
driver8,'0:09.179',0.353
driver8,'0:09.181',0.361
driver8,'0:09.183',0.37
driver8,'0:09.185',0.371
driver8,'0:09.188',0.378
driver8,'0:09.190',0.386
driver8,'0:09.192',0.388
driver8,'0:09.194',0.397
driver8,'0:09.196',0.405
driver8,'0:09.198',0.413
driver8,'0:09.200',0.421
driver8,'0:09.202',0.4270000000000001
driver8,'0:09.204',0.436
driver8,'0:09.206',0.444
driver8,'0:09.208',0.446
driver8,'0:09.210',0.452
driver8,'0:09.212',0.459
driver8,'0:09.214',0.465
driver8,'0:09.216',0.474
driver8,'0:09.218',0.482
driver8,'0:09.220',0.49
driver8,'0:09.222',0.496
driver8,'0:09.224',0.494
driver8,'0:09.226',0.4970000000000001
driver8,'0:09.228',0.502
driver8,'0:09.230',0.504
driver8,'0:09.232',0.513
driver8,'0:09.234',0.519
driver8,'0:09.236',0.521
driver8,'0:09.238',0.523
driver8,'0:09.240',0.518
driver8,'0:09.242',0.516
driver8,'0:09.244',0.521
driver8,'0:09.246',0.523
driver8,'0:09.248',0.526
driver8,'0:09.250',0.527
driver8,'0:09.252',0.52
driver8,'0:09.254',0.52
driver8,'0:09.256',0.521
driver8,'0:09.258',0.514
driver8,'0:09.260',0.504
driver8,'0:09.262',0.49
driver8,'0:09.264',0.479
driver8,'0:09.266',0.47
driver8,'0:09.268',0.455
driver8,'0:09.270',0.441
driver8,'0:09.272',0.4270000000000001
driver8,'0:09.274',0.407
driver8,'0:09.276',0.391
driver8,'0:09.278',0.377
driver8,'0:09.280',0.358
driver8,'0:09.282',0.339
driver8,'0:09.284',0.325
driver8,'0:09.286',0.309
driver8,'0:09.288',0.292
driver8,'0:09.290',0.272
driver8,'0:09.292',0.254
driver8,'0:09.294',0.242
driver8,'0:09.296',0.228
driver8,'0:09.298',0.217
driver8,'0:09.300',0.209
driver8,'0:09.302',0.198
driver8,'0:09.304',0.188
driver8,'0:09.306',0.17600000000000002
driver8,'0:09.308',0.161
driver8,'0:09.310',0.151
driver8,'0:09.313',0.142
driver8,'0:09.315',0.134
driver8,'0:09.317',0.128
driver8,'0:09.319',0.122
driver8,'0:09.321',0.116
driver8,'0:09.323',0.11
driver8,'0:09.325',0.101
driver8,'0:09.327',0.098
driver8,'0:09.329',0.096
driver8,'0:09.331',0.093
driver8,'0:09.333',0.08900000000000001
driver8,'0:09.335',0.084
driver8,'0:09.337',0.081
driver8,'0:09.339',0.077
driver8,'0:09.341',0.071
driver8,'0:09.343',0.07
driver8,'0:09.345',0.071
driver8,'0:09.347',0.068
driver8,'0:09.349',0.066
driver8,'0:09.351',0.062
driver8,'0:09.353',0.057
driver8,'0:09.355',0.057
driver8,'0:09.357',0.056
driver8,'0:09.359',0.055
driver8,'0:09.361',0.056
driver8,'0:09.363',0.054000000000000006
driver8,'0:09.365',0.052000000000000005
driver8,'0:09.367',0.054000000000000006
driver8,'0:09.369',0.052000000000000005
driver8,'0:09.371',0.051
driver8,'0:09.373',0.05
driver8,'0:09.375',0.046
driver8,'0:09.377',0.044
driver8,'0:09.379',0.042
driver8,'0:09.381',0.04
driver8,'0:09.383',0.043
driver8,'0:09.385',0.043
driver8,'0:09.387',0.043
driver8,'0:09.389',0.039
driver8,'0:09.391',0.033
driver8,'0:09.393',0.037000000000000005
driver8,'0:09.395',0.038
driver8,'0:09.397',0.037000000000000005
driver8,'0:09.399',0.044
driver8,'0:09.401',0.043
driver8,'0:09.403',0.035
driver8,'0:09.405',0.035
driver8,'0:09.407',0.033
driver8,'0:09.409',0.028
driver8,'0:09.411',0.029
driver8,'0:09.413',0.029
driver8,'0:09.415',0.033
driver8,'0:09.417',0.037000000000000005
driver8,'0:09.419',0.034
driver8,'0:09.421',0.033
driver8,'0:09.423',0.033
driver8,'0:09.425',0.034
driver8,'0:09.427',0.033
driver8,'0:09.429',0.028
driver8,'0:09.431',0.024
driver8,'0:09.433',0.026
driver8,'0:09.435',0.024
driver8,'0:09.438',0.023
driver8,'0:09.440',0.02
driver8,'0:09.442',0.012
driver8,'0:09.444',0.015
driver8,'0:09.446',0.02
driver8,'0:09.448',0.02
driver8,'0:09.450',0.018000000000000002
driver8,'0:09.452',0.017
driver8,'0:09.454',0.018000000000000002
driver8,'0:09.456',0.016
driver8,'0:09.458',0.01
driver8,'0:09.460',0.011
driver8,'0:09.462',0.01
driver8,'0:09.464',0.006999999999999999
driver8,'0:09.466',0.012
driver8,'0:09.468',0.012
driver8,'0:09.470',0.006
driver8,'0:09.472',0.006999999999999999
driver8,'0:09.474',0.005
driver8,'0:09.476',0.001
driver8,'0:09.478',0.004
driver8,'0:09.480',0.002
driver8,'0:09.482',0.002
driver8,'0:09.484',0.001
driver8,'0:09.486',-0.001
driver8,'0:09.488',0.001
driver8,'0:09.490',-0.002
driver8,'0:09.492',-0.004
driver8,'0:09.494',0.001
driver8,'0:09.496',0.0
driver8,'0:09.498',-0.004
driver8,'0:09.500',-0.001
driver8,'0:09.502',0.0
driver8,'0:09.504',0.0
driver8,'0:09.506',-0.004
driver8,'0:09.508',-0.012
driver8,'0:09.510',-0.01
driver8,'0:09.512',-0.005
driver8,'0:09.514',-0.006
driver8,'0:09.516',-0.005
driver8,'0:09.518',-0.01
driver8,'0:09.520',-0.011
driver8,'0:09.522',-0.004
driver8,'0:09.524',-0.009000000000000001
driver8,'0:09.526',-0.012
driver8,'0:09.528',-0.009000000000000001
driver8,'0:09.530',-0.011
driver8,'0:09.532',-0.006999999999999999
driver8,'0:09.534',-0.006999999999999999
driver8,'0:09.536',-0.013
driver8,'0:09.538',-0.015
driver8,'0:09.540',-0.016
driver8,'0:09.542',-0.015
driver8,'0:09.544',-0.009000000000000001
driver8,'0:09.546',-0.006999999999999999
driver8,'0:09.548',-0.011
driver8,'0:09.550',-0.012
driver8,'0:09.552',-0.016
driver8,'0:09.554',-0.018000000000000002
driver8,'0:09.556',-0.023
driver8,'0:09.558',-0.026
driver8,'0:09.560',-0.023
driver8,'0:09.563',-0.024
driver8,'0:09.565',-0.023
driver8,'0:09.567',-0.021
driver8,'0:09.569',-0.022
driver8,'0:09.571',-0.021
driver8,'0:09.573',-0.022
driver8,'0:09.575',-0.026
driver8,'0:09.577',-0.023
driver8,'0:09.579',-0.023
driver8,'0:09.581',-0.024
driver8,'0:09.583',-0.026
driver8,'0:09.585',-0.023
driver8,'0:09.587',-0.022
driver8,'0:09.589',-0.022
driver8,'0:09.591',-0.026
driver8,'0:09.593',-0.027000000000000003
driver8,'0:09.595',-0.018000000000000002
driver8,'0:09.597',-0.006999999999999999
driver8,'0:09.599',0.0
driver8,'0:09.601',-0.001
driver8,'0:09.603',-0.001
driver8,'0:09.605',0.006
driver8,'0:09.607',0.006
driver8,'0:09.609',0.004
driver8,'0:09.611',0.01
driver8,'0:09.613',0.015
driver8,'0:09.615',0.022
driver8,'0:09.617',0.022
driver8,'0:09.619',0.016
driver8,'0:09.621',0.011
driver8,'0:09.623',0.006999999999999999
driver8,'0:09.625',0.011
driver8,'0:09.627',0.021
driver8,'0:09.629',0.034
driver8,'0:09.631',0.05
driver8,'0:09.633',0.06
driver8,'0:09.635',0.062
driver8,'0:09.637',0.065
driver8,'0:09.639',0.059
driver8,'0:09.641',0.046
driver8,'0:09.643',0.044
driver8,'0:09.645',0.046
driver8,'0:09.647',0.045
driver8,'0:09.649',0.042
driver8,'0:09.651',0.032
driver8,'0:09.653',0.029
driver8,'0:09.655',0.024
driver8,'0:09.657',0.006999999999999999
driver8,'0:09.659',-0.006
driver8,'0:09.661',-0.009000000000000001
driver8,'0:09.663',-0.01
driver8,'0:09.665',-0.016
driver8,'0:09.667',-0.02
driver8,'0:09.669',-0.017
driver8,'0:09.671',-0.018000000000000002
driver8,'0:09.673',-0.026
driver8,'0:09.675',-0.031
driver8,'0:09.677',-0.035
driver8,'0:09.679',-0.045
driver8,'0:09.681',-0.05
driver8,'0:09.683',-0.054000000000000006
driver8,'0:09.685',-0.056
driver8,'0:09.688',-0.056
driver8,'0:09.690',-0.06
driver8,'0:09.692',-0.071
driver8,'0:09.694',-0.07200000000000001
driver8,'0:09.696',-0.068
driver8,'0:09.698',-0.071
driver8,'0:09.700',-0.07200000000000001
driver8,'0:09.702',-0.073
driver8,'0:09.704',-0.073
driver8,'0:09.706',-0.071
driver8,'0:09.708',-0.076
driver8,'0:09.710',-0.081
driver8,'0:09.712',-0.078
driver8,'0:09.714',-0.083
driver8,'0:09.716',-0.087
driver8,'0:09.718',-0.08199999999999999
driver8,'0:09.720',-0.081
driver8,'0:09.722',-0.084
driver8,'0:09.724',-0.094
driver8,'0:09.726',-0.096
driver8,'0:09.728',-0.09
driver8,'0:09.730',-0.092
driver8,'0:09.732',-0.093
driver8,'0:09.734',-0.098
driver8,'0:09.736',-0.104
driver8,'0:09.738',-0.101
driver8,'0:09.740',-0.103
driver8,'0:09.742',-0.105
driver8,'0:09.744',-0.1
driver8,'0:09.746',-0.096
driver8,'0:09.748',-0.095
driver8,'0:09.750',-0.095
driver8,'0:09.752',-0.099
driver8,'0:09.754',-0.1
driver8,'0:09.756',-0.1
driver8,'0:09.758',-0.1
driver8,'0:09.760',-0.098
driver8,'0:09.762',-0.095
driver8,'0:09.764',-0.095
driver8,'0:09.766',-0.095
driver8,'0:09.768',-0.098
driver8,'0:09.770',-0.1
driver8,'0:09.772',-0.104
driver8,'0:09.774',-0.107
driver8,'0:09.776',-0.111
driver8,'0:09.778',-0.127
driver8,'0:09.780',-0.14
driver8,'0:09.782',-0.136
driver8,'0:09.784',-0.11
driver8,'0:09.786',-0.07200000000000001
driver8,'0:09.788',-0.031
driver8,'0:09.790',0.018000000000000002
driver8,'0:09.792',0.084
driver8,'0:09.794',0.173
driver8,'0:09.796',0.261
driver8,'0:09.798',0.355
driver8,'0:09.800',0.48
driver8,'0:09.802',0.595
driver8,'0:09.804',0.696
driver8,'0:09.806',0.7859999999999999
driver8,'0:09.808',0.878
driver8,'0:09.810',0.984
driver8,'0:09.813',1.023
driver8,'0:09.815',1.005
driver8,'0:09.817',0.979
driver8,'0:09.819',0.89
driver8,'0:09.821',0.7140000000000001
driver8,'0:09.823',0.47
driver8,'0:09.825',0.214
driver8,'0:09.827',0.037000000000000005
driver8,'0:09.829',-0.084
driver8,'0:09.831',-0.204
driver8,'0:09.833',-0.28800000000000003
driver8,'0:09.835',-0.315
driver8,'0:09.837',-0.304
driver8,'0:09.839',-0.306
driver8,'0:09.841',-0.331
driver8,'0:09.843',-0.337
driver8,'0:09.845',-0.302
driver8,'0:09.847',-0.238
driver8,'0:09.849',-0.17800000000000002
driver8,'0:09.851',-0.14
driver8,'0:09.853',-0.106
driver8,'0:09.855',-0.07200000000000001
